ID,cod prov 1,codint_noborrar,descripcion
,,1235,CLEAN CARPETS 5 LTS (LIMPIADOR ALFOMBRAS)
11541,LC082.0009,3817,CLOROTEC ALGUICIDA MANTENIMIENTO 5 LTS **
11539,LC082.0008,3799,CLOROTEC ALGUICIDA MANTENIMIENTO X 1 LT (12UXB) **
11544,LC082.0013,3800,CLOROTEC CLARIFICADOR X 1 LT (12UXB) **
11546,LC082.0014,3825,CLOROTEC CLARIFICADOR X 5 LTS **
11549,LC082.0033,3818,CLOROTEC CLORO SHOCK 1 KG **
,,3819,CLOROTEC FLOTADOR 4 EN 1 HTH **
11555,,4401,CLOROTEC KIT PILETA DE LONA (PASTILLA+BOYA+CONSERV)
11551,LC082.0024,3801,CLOROTEC PASTILLA DISOLUCION LENTA X 1 KG **
11562,LC082.0043,3802,CLOROTEC PASTILLA TRIPLE ACCION X 1 KG **
11558,,4342,CLOROTEC PILETINES PILETAS DE LONA X 500ML
11560,LC082.0028,3803,CLOROTEC TECNICO GRANULADO X1KG
11171,LP070.0008,4279,COBRA AUTOBRILLO NEGRO 60 CC **
,,4275,COBRA POMADA MARRON GRANDE 65 GRS **
,,4038,COLGATE CEPILLO PREMIER  OFERTA
,,4405,COLGATE DENTIFRICO BLANQUEDAORA  HIERBAS 90 GRS
10896,,3068,COLGATE ODOL KOLYNOS PASTA DENTAL 70 GRS (72UXB) **
,,3397,COLORES BALDE 17 LTS
11812,,4631,COLORES BALDE PLASTICO ASA ALAMBRE 13 LTS
11814,,1599,COLORES BALDE PLASTICO X 11 LTS **
,,3399,COLORES PALA REBATIBLE BORDE GOMA
,,1611,COMFORT CLASSIC BOTELLA X 2 L
11645,LS035.0008,4106,COMFORT CLASSIC SACHET X 3 L **
11647,LS032.0005,1610,COMFORT CLASSIC SACHETS 900 ML **
11649,,1605,COMFORT CONCENTRADO ORIG. BOTELLA 1 L
,,1603,COMFORT CONCENTRADO ORIG. DOYPACK 1 L
11651,LS035.0006,1612,COMFORT PROFESIONAL BIDON X 5 LTS
,,3696,CORTINA DE BAÑO COMPLETA CON PROTECTOR PLASTICO ECO
,,2931,CORTINA DE BAÑO TEFLON BLANCA 180X180 CM
,,3028,COSTO DE ENVIO GBA - CORDON 1
,,3029,COSTO DE ENVIO GBA - CORDON 2
,,3030,COSTO DE ENVIO GBA - CORDON 3
,,1236,CREAMY LIMPIADOR CREMOSO 5 LTS*
10370,,2948,CUCHARA PLASTICA SUNDAE X 100 U
,,3357,CUCHARA PLASTICA SUNDAE X 1000 U CAJA
10364,,4594,CUCHILLO PLASTICO DESCARTABLE BLANCO X 100U (1000UXB) M**
11219,,1238,CUPS SHINY (FAJINADOR DE COPAS) 5 LTS
,,1613,CURITAS APOSITOS TELA
,,3355,CYGONAZO SUPER CEBO EN GRANOS 100 GRS **
,,1614,CYGONAZO SUPER CEBO X 200 GR **
,,1240,DEGRASS B2 - 5 LTS (DESENGRASANTE CONCENTR ALCALINO)
11520,,2774,DELFINA PAÑO PARA PISO MICROFIBRA 62 X 48CM (262)**
10130,,3466,DELFINA/MARILU FRANELA DE MICROFIBRA (126)  M**
,,4473,DESINFECTANTE ANTISEPTICO 70% RAME X 1 LT
,,4077,DESINFECTANTE ANTISEPTICO 96% RAME X 1 LT
,,3969,"DESODORANTE BASE CONCENTRADO (1+60 AGUA) ""CAPRI"""
,,4042,DESODORANTE DE PISO CONCENTRADO RINDE X 5 LTS-022
,,3788,"DESODORANTE LIMPIADOR PISOS X5LTS CAPRI ""AL DOBLE"""
,,3366,DETERGENTE VERDE AMONIACAL X 5 LTS
,,4013,DEVOLUCION ENVASE BIDON - BOTELLA PVC
11631,LS005.0004,1635,DILON SECADOR GOMA BLANCO 28 CM **
11633,LS005.0005,1636,DILON SECADOR GOMA BLANCO 40 CM (12UXB) **
11634,LS005.0006,1637,DILON SECADOR GOMA BLANCO 50 CM (12UXB) **
,,4579,DILUYENTE 414
,,4001,DISPENSER AUTOCORTE PARA TOALLA NON TOUCH COD:2083
,,4014,DIVERSEY SOFT CARE ALCOHOL EN GEL X 5 LTS
10899,PA028.0007,3796,DONCELLA ALGODON X 140 GRS (20UXB)**
10901,PA028.0009,3101,DONCELLA ALGODON X 500 GRS (10UXB) **
10902,PA028.0006,3243,DONCELLA ALGODON X 70 GRS (40UXB)**
10909,4425.PRO,4377,DOVE JABON DE TOCADOR X 90GRS
,,4566,"DOWNY SUAVIZANTE CONCENTRADO BOT 1 LTS  ""COCO"" (12UXB)**"
11653,,4627,DOWNY SUAVIZANTE CONCENTRADO BOT.  500 ML  **
11120,LL082.0008,1647,DRASTIK LIMPIA BAÑOS X 500 CC **
,,4021,DRIVE MATIC JABON EN POLVO BOLSA IND 10 KGS
,,3753,DUKE JABON HOTEL C/ENVOLTORIO X 20 GRS X 240 UD
10432,LA020.0002,3695,ECCOLE PEGAMENTO PARA CALZADO 9 GRS (6UXB)**
,,1669,ECHO CERA ACONDICIONADORA PROFESIONAL BIDON X 5 LTS (4UXB)**
,,1671,ECHO LISTO FLORAL
,,1672,ECHO LISTO LAVANDA
,,1673,ECHO LISTO NARANJA
2547,LC028.0005,1667,ECHO ORIGINAL BOTELLA X 800 CC (12UXB)**
9867,,3767,EL PULPITO 50 GRS **
9712,LT005.0012,3718,ELEGANTE BOBINA INDUSTRIAL D/H 20CM X 400 MTS (1004) M**
3122,,154,ELEGANTE BOBINA INDUSTRIAL D/H TISSUE 25CM X 400 MTS (1003) M**
9714,,4482,ELEGANTE BOBINA INDUSTRIAL PRECORTADA 100MTS X 2UNID M**
,,3239,ELEGANTE PAÑOS DE COCINA 150 X 1 U  C/SOPORTE BOX
9744,,150,ELEGANTE PAÑUELO POCKET 6 PAQ X 12 PAÑUELOS (30UXB)  M**
9747,,3755,ELEGANTE PAÑUELOS 150 UNID (36UXB) M**
,,149,ELEGANTE PAÑUELOS CAJA X 100
9715,,4557,ELEGANTE PAPEL HIGIENICO 120 MTS X 1UNID (12UXB) M**
9718,,2924,ELEGANTE PAPEL HIGIENICO 30 MTS X 4 U D/H (10UXB) M**
9720,,129,ELEGANTE PAPEL HIGIENICO 30 MTS X 4 U H/S (12UXB) M**
10335,,4590,"ELEGANTE PAPEL HIGIENICO 30 MTS X 4 UNID ""TRIPLE HOJA"" (6UXB) M**"
10461,,156,ELEGANTE PAPEL HIGIENICO 50 MTS X 24 UNID -  PACK M**
9743,LP026.0010,3717,ELEGANTE PAPEL HIGIENICO POLAR 300 MTS X 8 U - COD 1046 M**
3154,,133,ELEGANTE PAPEL HIGIENICO PREMIUM 60 MTS X 6 U
9722,,3413,ELEGANTE PAPEL HIGIENICO PREMIUM 80 MTS X 4 U H/S (10UXB) M**
,,3738,ELEGANTE ROLLO COCINA 200 PAÑOS -NO USAR!!!!!-
3127,,2825,ELEGANTE ROLLO COCINA 60 PAÑOS X 3 U (8UXB) M**
9754,,147,ELEGANTE ROLLO COCINA DICHA 40 PAÑOS X 3 U (8UXB) M**
3125,,145,ELEGANTE ROLLO COCINA PREMIUM 100 PAÑOS X 3 U (5UXB) M**
,,4429,ELEGANTE ROLLO DE COCINA 120 PAÑOS X 3 UNID (4UXB)
9755,,4105,ELEGANTE ROLLO DE COCINA 200 PAÑOS X 8 UNID (BOLSON) M**
3129,,2791,ELEGANTE ROLLO DE COCINA 50 PAÑOS X 3 U (8UXB) M**
9753,,4015,ELEGANTE ROLLO DE COCINA ENVUELTO 200 PAÑOS X 1 U (8UXB) **
9756,,2835,ELEGANTE SERVILLETA 33 X 33 CM X 1000U - BLCO PREMIUM (290) M**
9757,,140,ELEGANTE SERVILLETA SOFT BLANCA 33X33 80 UNID (30UXB) M**
9760,,153,ELEGANTE SERVILLETAS 21 X 21 X 2000 UD (COD:292)
,,162,ELEGANTE TOALLA INTERC 19X24 CM 4 PANEL D/H 1000U (1030) M**
,,163,ELEGANTE TOALLA INTERC BLANCO TRAD 19X24 CM X 2500 U (1031) **
3120,LT004.0022,161,ELEGANTE TOALLA INTERC PREMIUM 19X24 CM  2500 U (1029) M**
,,3443,ELEGANTE TOALLAS DE COCINA MULTIUSO X 100 TOALLAS D/H (36UXB) **
9947,,4146,ELITE PAÑUELOS D/H PACK X 100U **
,,4398,ELITE ROLLO COCINA DISEÑO 60 PAÑOS X 3 UNID
10922,,3050,EMBLEMA JABON HOTEL C/ENVOLTORIO 20 GRS X 250 U
,,3105,EMBLEMA JABON HOTEL SIN ENVOLTORIO 20 GRS X 250 U
10425,,3098,EMBLEMA JABON PERITA AMARILLO COSMETICO X 180 GRS (50UXB) **
10423,,2562,EMBLEMA JABON PERITA NEGRO DESENGRASANTE X 180 GRS (50UXB) **
,,3888,EMBUDO GRANDE*
,,3887,EMBUDO MEDIANO*
,,3886,EMBUDO PLASTICO CHICO **
2772,LD087.0012,1695,EMEREL LIMPIADOR DESENGRASANTE X 5 L
,,4361,ENCENDEDOR **
11528,LP057.0002,1660,ENERGIZER PILA AA CHICA X 1 (120UXB) M**
11530,LP057.0006,1656,ENERGIZER PILA AAA (120UXB) **
11531,,1664,ENERGIZER PILA D2 GRANDE BLISTER X 2 U **
,,2927,"ENROLLADOR DE MANGUERA PLASTICO ""AMES"""
,,2943,ENROLLADOR MANGUERA CON RUEDAS
,,4470,ENVASE BOTELLA 2 LTS CARAMELO/AMARILLA
10816,,2873,ENVASE BOTELLA PVC 1 LT PVC ANILLADA
,,2872,ENVASE BOTELLA PVC 250 24/415 + GATILLO TRIGGER  NEGRO 24/410
,,3956,ENVASE BOTELLA PVC 500 ML PVC
,,4311,ENVASE BOTELLA PVC RECUPERADO 1LT
,,3481,"ENVASE PET ""OMEGA"" 250 CC. CON BOMBA CREMERA"
10817,,4308,ENVASE PET TRANSPARENTE 100 ML C/SPRAY
10818,,4478,ENVASE PET TRANSPARENTE 60ML C/SPRAY
10375,,4479,ENVASE PET TRANSPARENTE 75ML C/SPRAY
,,4309,ENVASE PET TRANSPARENTE 75ML TAPA FLIP TOP
10374,,4310,ENVASE PET TRANSPARENTE OMEGA 250ML C/SPRAY
,,4086,ENVASE ROCIADOR BOTELLA + GATILLO 500ML ANILLADO
10372,,4087,ENVASE ROCIADOR GATILLO 2 POSICIONES + BOTELLA 1 LT
10791,,2765,ESCOBA 6 HILOS HOGAREÑA CHAPITA ROJA / AZUL **
10793,,1960,ESCOBA GUINEA 6 HILOS GALPONERA PESADA(6UXB)**
,,3795,ESCOBILLON BASE MADERA ALVAREZ PVC
10819,,2777,ESCOBILLON PVC 6 HILOS ISIS GONDOLA (12UXB)** M
11725,,4509,ESCUDO INSECTICIDA AEROSOL MMM SIN OLOR 400ML (12UXB) CC
11727,,4511,ESCUDO INSECTICIDA HOGAR Y JARDIN AEROSOL 400ML (12UXB) CC
11729,,4510,ESCUDO INSECTICIDA MATA CUCARACHAS AEROSOL 400ML (12UXB) CC
11731,,4512,ESCUDO INSECTICIDA MATA POLILLAS AEROSOL 400ML (12UXB) CC
11643,,4508,"ESCUDO SILICONA EN AEROSOL FRAG. ""CUERO"" 400ML (12UXB) CC"
,,3119,ESCURRIDOR PLASTICO P/ BALDE REDONDO REP.
,,3111,ESPADOL ALCOHOL EN GEL X 220 ML
,,3087,ESPADOL JABON LIQUIDO C/BOMBA 250 ML
10911,4429.001,4063,ESPADOL JABON ORIGINAL 90GRS **
,,3280,ESPADOL JABON TOCADOR  ANTIBACTERIAL 80 GR
,,3959,ESPADOL LIQUIDO ANTIBACTERIAL 1800ML
,,4462,ESPADOL LIQUIDO ANTIBACTERIAL 900 ML
10540,,1700,ESPONJA LAVA AUTOS GRANDE
,,2982,ESTOPA X 1 KG
,,4400,ESTRELLA ALGODON CLASICO X 75 GRS
11594,LB016.0004,1701,EXTRACTO DE BLANCO TAPA CELESTE ROPA BLANCA X 200 GR **
11596,LB016.0006,1702,EXTRACTO DE BLANCO TAPA VERDE LANA/SINTETICO 200 GR **
11372,,4527,EXTRAFILM FILM PAPEL MANTECA 5 MTS **
9869,,4165,FASTIX ANTIHONGOS BLANCO 25 GRS **
9871,LA020.0004,1703,FASTIX TRANSPARENTE X 25 ML **
,,3892,FILM 800 MTS X 38CM
,,2760,"FILM PVC 15"" FLEXAL ROLLO 38 CM X 1000 MTS"
,,4605,FILM PVC 45X700MTS M**
11687,,3895,FILTRO PARA SPAR
,,4284,FILTRO PURIFICADOR PARA SPAR**
2770,LL058.0033,1752,FLASH ULTRA LIMPIADOR BIDON X 5 L CHERRY **
10802,LL058.0030,1753,FLASH ULTRA LIMPIADOR BIDON X 5 L CITRICO **
10800,LL058.0037,1754,FLASH ULTRA LIMPIADOR BIDON X 5 L LAVANDA **
10801,LL058.0039,1755,FLASH ULTRA LIMPIADOR BIDON X 5 L PINO
,,4570,FLORIDA BALDE 10 LTS
,,4571,FLORIDA BALDE 12 LTS
9902,,4353,FLORIDA CESTO 16 LTS TAPA COMUN **
9903,,4352,FLORIDA CESTO 22 LTS TAPA COMUN **
9906,,4349,FLORIDA CESTO 34 LTS **
9907,,4354,FLORIDA CESTO 7 LTS TAPA COMUN **
9910,,4348,FLORIDA CESTO CONSORCIO 70 LTS C/TAPA (70X100CM BOLSA) **
9911,,4357,FLORIDA CESTO CUADRADO 6 LTS TAPA VAIVEN **
9914,,4351,FLORIDA CESTO PEDAL CON BASE 13 LTS **
9915,,4355,FLORIDA CESTO REDONDO 10 LTS TAPA VAIVEN **
9916,,4356,FLORIDA CESTO REDONDO 8 LTS TAPA VAIVEN **
9518,,3167,FOLEX LAMINAS SEPARADORAS 20 X 25 CM X 1 KG **
9520,,3174,FOLEX LAMINAS SEPARADORAS 25 X 35 CM X  1 KG **
11249,LL061.0003,1762,FORWARD LIMPIADOR DESINFECTANTE X 5 L
11689,,3944,FOSFOROS FRAGATA X 40 UNID
11670,,4589,FRANCIOTEX  TRAPO DE PISO CONSORCIO 60X70CM BLANCO  M**
3096,,3005,FRANCIOTEX FRANELA ECO 40X40CM  M**
3094,,2671,"FRANCIOTEX REJILLA ""EXTRA"" 40X50CM  M**"
3098,,3008,"FRANCIOTEX REJILLA ""PABILO"" 40X50CM  M**"
3100,,2737,"FRANCIOTEX REJILLA LIVIANA TRIPLE 40X50CM ""MULTIUSO"" M**"
3090,,4373,"FRANCIOTEX REPASADOR ""GUARDA FRANCESA"" 50X60CM M**"
3101,,2979,FRANCIOTEX REPASADOR DE TOALLA 45X60CM  M**
11673,,2764,FRANCIOTEX TRAPO DE PISO CONSORCIO 60X70CM  GRIS  M**
3092,,2715,"FRANCIOTEX TRAPO PISO BLANCO ""TRADICIONAL"" 50X60CM  M**"
11667,,4587,"FRANCIOTEX TRAPO PISO GRIS ""TRADICIONAL"" 50X60CM  M**"
,,3115,FUENTON PVC X 45 LTS
,,1770,FUMIXAN FOG FUMIGANTE HOGAR AEROSOL X 120 CC
,,1769,FUMIXAN FUMIGANTE X 50 GR
11733,LI015.0011,1775,FUYI 45 NOCHES REP **
11735,LI002.0013,4124,FUYI AERO MMM X 360 CC **
,,1774,FUYI APARATO 45 NOCHES+REP
11737,,4064,FUYI APARATO VAPE + 4 TABLETAS
,,4122,FUYI ELECTRICO FULL **
,,4123,FUYI ELECTRICO REPUESTO **
11739,LE059.0026,4113,FUYI ESPIRALES SOBRE X 4  **
11741,LE059.0023,3636,FUYI ESPIRALES X 12 U **
,,3639,FUYI REPELENTE AEROSOL X 165 ML
11743,,4028,FUYI REPELENTE CREMA 200GRS
11745,,1778,FUYI VAPE TABLETAS X 16 U **
,,4554,GARDEN LIFE BALDE 9LTS
10668,,3086,GATILLO / ROCIADOR PVC 2 POSICIONES **
10665,,3834,GATILLO REFORZADO ECONOMICO
2776,LI014.0007,1781,GELTEK 6 CEBOS CUCARACHAS CABLECANAL **
11748,,4055,GELTEK COMPRIMIDO FUMIGENO 50GRS **
11756,,3477,GELTEK FILTER REJILLA BARRERA ANTI INSECTOS 12 X 12 CM **
11753,,3478,GELTEK FILTER REJILLA BARRERA ANTI INSECTOS 15 X 15 CM **
11754,,3674,GELTEK FILTER REJILLA BARRERA ANTI INSECTOS 18 X 18 CM **
11750,,4133,GELTEK FILTER REJILLA BARRERA ANTI INSECTOS 8 X 8  CM **
11757,,3513,GELTEK FOGGER INSECTICIDA AEROSOL 426G   **
11761,,4132,GELTEK HORMIGUICIDA JERINGA 12 GR **
11764,LH008.0006,1779,GELTEK HORMIGUICIDA JERINGA 6 GR **
,,3154,GELTEK HORMIGUICIDA TEXTURADO X 100 GR
,,3673,GELTEK HORMIGUICIDA TEXTURADO X 25 GRS BOLSITA
11765,,3354,GELTEK INSECTICIDA P/ DILUIR SACHET 15 ML
11767,,2803,GELTEK JERINGA CUCARACHICIDA 12 GRS **
11768,,2818,GELTEK JERINGA CUCARACHICIDA 35 GRS **
2774,LI014.0025,1780,GELTEK JERINGA CUCARACHICIDA 6 GRS **
,,4134,GELTEK RATICIDA BLOQUE  BLANDO 200 GS **
,,3445,GELTEK RATICIDA BLOQUE BLANDO 100 GRS
,,4135,GELTEK REJILLA BACHERA **
,,4359,GEMPLAS CESTO 60 LTS VAIVEN RECTANGULAR **
9921,,4350,GEMPLAST CESTO 48 LTS **
,,4403,GIGANTE JABON EN PAN BLANCO X 150GRS FRAGANCIA INTENSA
10913,LJ002.0006,1786,GIGANTE JABON PAN BLANCO X 200 GR (72UXB) **
,,1804,GLADE ACEITES FULL X 21ML. (6UXB) **
,,1805,GLADE ACEITES FULL X 21ML. FLORAL PERFECTION (6UXB) **
,,4368,GLADE ACEITES REP. LIMON (6UXB) **
,,1811,GLADE ACEITES REP. X 21ML. FLORAL (6UXB)**
,,1810,GLADE ACEITES REP. X 21ML. HARMONY (6UXB) **
,,1808,GLADE ACEITES REP. X 21ML. LAVANDA (6UXB) **
10042,,1809,GLADE ACEITES REP. X 21ML. M.CAMPO (6UXB)**
,,1806,GLADE ACEITES REP. X 21ML. MANZ Y CAN (6UXB)**
,,1807,GLADE ACEITES REP. X 21ML. PARAISO AZUL (6UXB)**
,,1812,GLADE ACEITES REP. X 21ML. VAINILLA (6UXB)**
10050,LD025.0044,3789,GLADE ADHESIVO LAVANDA 24 GRS (24UXB)**
10053,,3790,GLADE ADHESIVO LIMON 24 GRS (12UXB)
2519,LD003.0055,3359,"GLADE AERO X 360CC ""ENCANTO DE VAINILLA"" (6UXB) **"
9527,,1789,GLADE AERO X 360CC ANTITABACO (6UXB) **
9536,LD003.0025,1794,GLADE AERO X 360CC CAMPOS DE LAVANDA (6UXB) **
9530,LD003.0019,1791,GLADE AERO X 360CC CARICIAS ALGODON (6UXB) **
9532,LD003.0021,1792,GLADE AERO X 360CC CARICIAS DE BEBE (6UXB) **
,,4420,GLADE AERO X 360CC FLORAL MENTA Y VAINILLA (6UXB) **
9546,LD003.0032,1799,GLADE AERO X 360CC FLORAL PERFECTION (6UXB) **
9549,,1800,GLADE AERO X 360CC FRUTOS ROJOS (6UXB) **
9538,LD003.0034,1795,GLADE AERO X 360CC HARMONY (6UXB) **
9540,LD003.0036,1796,GLADE AERO X 360CC I LOVE YOU (6UXB) **
9534,LD003.0023,1793,GLADE AERO X 360CC JAZMIN (6UXB) **
10500,LD003.0028,3358,GLADE AERO X 360CC LIMON (6UXB) **
9542,LD003.0039,1797,GLADE AERO X 360CC MAÑANA DE CAMPO (6UXB) **
9543,LD003.0042,1798,GLADE AERO X 360CC PARAISO AZUL (6UXB) **
10499,LD003.0043,4371,GLADE AERO X 360CC POTPOURRI (6UXB) **
10502,,2685,GLADE AERO X 360CC RITMO CITRICO (6UXB) **
,,1845,GLADE AUTO FULL X 7ML ACQUA SILVER
,,1847,GLADE AUTO FULL X 7ML FLORAL PERFECTION
,,1848,GLADE AUTO FULL X 7ML MAÑANAS DE CAMPO
,,1850,GLADE AUTO REPUESTO X 7ML AQUA
,,1851,GLADE AUTO REPUESTO X 7ML FL.PERFECTION
,,1853,GLADE AUTO REPUESTO X 7ML ILOVE YOU
,,1814,GLADE AUTOMATICO REP. X 175ML. CARICIAS ALGODON
,,1815,GLADE AUTOMATICO REP. X 175ML. GARDEN PARTY
,,1817,GLADE AUTOMATICO REP. X 175ML. MANZANA/CANELA
,,1816,GLADE AUTOMATICO REP. X 175ML. VAINILLA
9998,,2115,GLADE BIDON LIQ. DESOD. DE PISOS X 4 L CAMPOS DE LAVANDA **
10001,,2112,GLADE BIDON LIQ. DESOD. DE PISOS X 4 L FLORAL **
10000,,2114,GLADE BIDON LIQ. DESOD. DE PISOS X 4 L HARMONY
9995,,2113,GLADE BIDON LIQ. DESOD. DE PISOS X 4 L MAÑANA DE CAMPO
10505,2576.ILY,1862,GLADE CANASTA FULL LIQUIDA I LOVE YOU X 50 ML (12UXB)
2562,LD024.0006,1863,GLADE CANASTA FULL X 50ML LIQUIDA LAVANDA (12UXB) **
10508,LD024.0006,1864,GLADE CANASTA FULL X 50ML LIQUIDA MAÑANA DE CAMPO (12UXB)**
,,1865,GLADE CANASTA LIQUIDA REP X 50ML BRISA CUMBRES (12UXB) **
10512,LD025.0002,1867,GLADE CANASTA REPUESTO X 50ML .LIQUIDA CUMBRES (12UXB)**
10515,LD025.0006,1866,GLADE CANASTA REPUESTO X 50ML .LIQUIDA MAÑANA DE CAMPO **
,,4292,GLADE CANASTA REPUESTO X 50ML LIQUIDA I LOVE YOU (12UXB) **
10516,LD025.0004,3322,GLADE CANASTA REPUESTO X 50ML LIQUIDA LAVANDA (12UXB)**
2566,LD028.0005,1860,"GLADE CANASTA SOLIDA FULL X 27,5GR (12UXB)**"
11122,LD029.0006,1861,"GLADE CANASTA SOLIDA REPUESTO X 27,5GR  (24UXB)**"
2531,LD025.0009,3791,GLADE DISCOS ACTIVOS C/APLICADOR FULL LAVANDA (12UXB) **
11126,LD025.0011,3792,GLADE DISCOS ACTIVOS REP LAVANDA (24UXB)**
11128,LD025.0010,3793,GLADE DISCOS ACTIVOS REP LIMON (24UXB)**
10005,,4392,GLADE LIQ DESODORANTE PISOS X 900 CC FLORAL PERFECTION
10006,,4391,GLADE LIQ DESODORANTE PISOS X 900 CC HARMONY
10004,,4390,GLADE LIQ DESODORANTE PISOS X 900 CC LAVANDA
9972,,2111,GLADE LIQ. DESOD. DE PISOS X 1800 CC LAVANDA
9976,,2109,GLADE LIQ. DESOD. DE PISOS X 900 CC BEBE **
,,4125,GLADE LIQ. DESOD. DE PISOS X 900 CC I LOVE YOU **
9974,,2108,GLADE LIQ. DESOD. DE PISOS X 900 CC MAÑANA CAMPO **
9978,,2110,GLADE LIQ. DESOD. DE PISOS X 900 CC PINO **
9965,LD010.0034,3433,"GLADE MINI AMBIENTE GEL 70 GR. ""LAVANDA"" (30UXB)**"
10520,,4291,"GLADE MINI AMBIENTE GEL 70 GRS ""ACQUA"" (30UXB)**"
10521,,3432,"GLADE MINI AMBIENTE GEL 70 GRS ""CITRUS"" (30UXB) **"
11133,,1858,"GLADE PASTILLA INODORO X 25 GRS ""BRISA DE LAS CUMBRES"" (24UXB)**"
11132,LD032.0014,1859,"GLADE PASTILLA INODORO X 25 GRS ""LAVANDA"" (24UXB) **"
11130,LD032.0012,1857,GLADE PASTILLA INODORO X 25GR BOSQUE DE PINOS (24UXB) **
2572,LD010.0016,1840,GLADE SENSATION REP CAMPOS DE LAVANDA X 8 GR. (12UXB) **
2572,LD010.0016,4369,GLADE SENSATION REP CAMPOS MANZANA CANELA X  8GR.
2572,LD010.0016,1837,GLADE SENSATION REP CARICIAS DE ALGODON X 8 GR. (12UXB)**
2572,LD010.0016,1838,GLADE SENSATION REP FLORAL PERFECTION X 8 GR. (12UXB) **
2572,LD010.0016,1842,GLADE SENSATION REP MAÑANA DE CAMPO X 8 GR. (12UXB)**
2572,LD010.0016,1839,GLADE SENSATION REP NECTAR DE FLORES X 8 GR. (12UXB) **
2572,LD010.0016,1841,GLADE SENSATION REP PARAISO AZUL X 8 GR. (12UXB) **
,,1824,"GLADE TOQUE FULL ""FLORAL PERFECTION"" X 9 GRS"
10011,LD001.0017,1822,"GLADE TOQUE FULL ""HARMONY"" X 9 GRS **"
10010,LD001.0013,1821,"GLADE TOQUE FULL ""LAVANDA"" X 9 GRS **"
10009,LD001.0015,1819,"GLADE TOQUE FULL ""LIMON"" X 9 GRS **"
10013,,4418,"GLADE TOQUE FULL ""LOVE REVOLUTION"" X 9 GRS **"
10012,LD001.0020,1823,"GLADE TOQUE FULL ""MAÑANA DE CAMPO"" X 9 GRS **"
,,4419,"GLADE TOQUE FULL ""MENTA VAINILLA"" X 9 GRS **"
10015,,1826,"GLADE TOQUE REPUESTO ""BRISAS DE CUMBRES"" X 9 GRS **"
,,3430,"GLADE TOQUE REPUESTO ""FLORAL GROOVE"" X 9 GRS **"
10018,LD002.0020,1829,GLADE TOQUE REPUESTO X 9 GRS HARMONY **
10019,LD002.0042,1830,GLADE TOQUE REPUESTO X 9 GRS I LOVE YOU **
,,3429,GLADE TOQUE REPUESTO X 9 GRS LAVANDA **
10021,LD002.0023,1832,GLADE TOQUE REPUESTO X 9 GRS LIMON **
10023,,1834,GLADE TOQUE REPUESTO X 9 GRS PLACER FLORAL **
10022,,1833,GLADE TOQUE REPUESTO X 9 GRS RITMO CITRICO **
10017,,1828,GLADE TOQUE REPUESTO X 9 GRS VAINILLA **
,,3654,GLADE TOQUE REPUESTO X 9GR X 2 U TWIN PACK
,,1825,GLADE TOQUE REPUESTO X 9GR.
10020,LD002.0027,1831,GLADE TOQUE REPUESTO X 9GR. MAÑANA CAMPO **
10016,,1827,GLADE TOQUE REPUESTO X 9GR. PARAISO AZUL **
10671,,4546,GLOW CABO METALICO 1.20MTS (24UXB) **
10403,,4547,GLOW MOPA PRO DRACO (12UXB) **
10408,,4580,GLOW MOPA PRO DRACO REPUESTO (100UXB) **
,,4548,"GLOW PALA DE MANO ""LIBRA"" (24UXB) **"
11510,,4549,GLOW PALA PIE CON CABO (24UXB)
,,3483,GUANTE ANTICORTE VILVEX NIVEL 5
10846,LG019.0002,2489,GUANTE DE HILO MOTEADO
10868,LG017.0025,3523,GUANTES DE LATEX QUIRURGICOS  X 100 UD CHICO (10UXB) **
10872,LG017.0027,3524,"GUANTES DE LATEX QUIRURGICOS X 100 UD ""MEDIANO"" (10UXB)**"
10871,LG017.0029,3525,GUANTES DE LATEX QUIRURGICOS X 100 UD GRANDE (10UXB)**
,,3113,GUANTES DESCARNE
10854,,4427,"GUANTES NITRILO NEGRO 100 UNID ""EXTRA GRANDE"" (10UXB) **"
10848,LG017.0042,3698,"GUANTES NITRILO NEGRO X 100 UNID ""CHICO"" (10UXB)**"
10853,LG017.0046,3700,"GUANTES NITRILO NEGRO X 100 UNID ""GRANDE"" (10UXB)**"
10851,LG017.0044,3699,"GUANTES NITRILO NEGRO X 100 UNID ""MEDIANO"" (10UXB)**"
,,4542,"GUANTES TPE GLOVES X 20 UNID TALLE ""L"" SUELTOS"
10855,,4541,"GUANTES TPE GLOVES X 200U TALLE ""L"""
11769,,1459,GYGON  MATABABOSAS Y CARACOLES BABOSIL
2664,LL082.0018,1891,HARPIC BLANCO C/LAVANDINA 500ML
2666,LD022.0007,1885,HARPIC BLOQUE MOCHILA 45 GRS (48UXB) **
11136,,4481,HARPIC BLOQUE MOCHILA X 2 UNID (24UXB) **
2662,LL082.0012,1887,HARPIC GEL AZUL EXTRA FUERTE 500ML
11138,,4477,HARPIC POWER NEGRO CITRUS ORIGINAL 500ML **
2660,LL082.0016,1890,HARPIC POWER NEGRO ORIGINAL 500ML (12UXB) **
,,4569,HERALDPLAST BALDE TRASLUCIDO 10 LTS **
,,4567,HERALDPLAST BALDE TRASLUCIDO 8 LTS **
11512,LP021.0040,4393,HIGIENOL DUO PAPEL HIGIENICO 50 MTS X 4 UNID D/HOJA (8UXB)
,,1896,HIGIENOL MAX 80 M PACK X 4 U **
